id,createdAt,updatedAt,company_name,position,location,date,experience_required,job_type,link,audio_added,script_added,video_created,job_description,video_type
1,2026-06-03 20:45:59.288+00,2026-06-03 20:48:57.907+00,Fidelity,Principal Python Software Engineer - Fidelity Private Shares,"Westlake, TX",06/03/2026,Not Available,Full Time,https://jobs.fidelity.com/en/jobs/2123078/principal-python-software-engineer-fidelity-private-shares/,t,,,"The Role

The Full-Stack Software Engineer for Fidelity Private Shares in Fidelity Labs is a pivotal role for the continued success and growth of the business. The Fidelity Private Shares team delivers innovative technology, robust industry experience and expertise, and seamless service to the start-up ecosystem through Fidelity Investments.

In this role you will be hands-on in the developing, testing, delivery, and support of the Fidelity Private Shares platform. You’ll work closely with technical leads and product managers to support our customers and inform the product, as well as researching and developing new growth opportunities to expand on the strengths of the core technology. You bring a strong technology background with a passion for coaching and growing engineering talent

The Expertise and Skills You Bring

Proven experience building, deploying, and supporting web applications in production with one or more programming languages (e.g., Python, Javascript/Typescript)
Understanding and experience working with source code management, testing, and CI/CD processes and tools such as Github and Jenkins
Managing, supporting and empowering associates, to enable delivery of increased value in their teams, including coaching and mentoring team members to help them grow and develop their skills.
A passion for engineering excellence; a desire to empower and collaborate with your teammates; a willingness to learn; and adaptability to new and changing requirements
Strong analytical, technical, and problem-solving skills to understand complex customer needs and transactions
A sense of ownership applying automation and tests to make sure code is robust as possible
Ability and desire to learn and experiment with new technologies and patterns
The Team

We are Fidelity Labs, Fidelity Investments’ in-house fintech incubator with a mission to build new businesses to drive growth for Fidelity. We seek to shape the future of our industry by building new products and services to improve the lives of the diverse set of customers, businesses and financial institutions we serve.

Fidelity Labs is a dynamic workplace that combines the best parts of startup life—building from scratch, adapting quickly, and moon-shot ambition—with the scale and stability of an industry leader. We provide a safe space for startup teams to explore new business ideas, quickly test them with customers, and scale the most promising concepts within an existing business unit, or as a new venture.

This opportunity is brought to you by Fidelity Labs. Learn more at labs.fidelity.com.

The base salary range for this position is $107,000-216,000 USD per year.
Placement in the range will vary based on job responsibilities and scope, geographic location, candidate’s relevant experience, and other factors.

Base salary is only part of the total compensation package. Depending on the position and eligibility requirements, the offer package may also include bonus or other variable compensation.

We offer a wide range of benefits to meet your evolving needs and help you live your best life at work and at home. These benefits include comprehensive health care coverage and emotional well-being support, market-leading retirement, generous paid time off and parental leave, charitable giving employee match program, and educational assistance including student loan repayment, tuition reimbursement, and learning resources to develop your career. Note, the application window closes when the position is filled or unposted.

Please be advised that Fidelity’s business is governed by the provisions of the Securities Exchange Act of 1934, the Investment Advisers Act of 1940, the Investment Company Act of 1940, ERISA, numerous state laws governing securities, investment and retirement-related financial activities and the rules and regulations of numerous self-regulatory organizations, including FINRA, among others. Those laws and regulations may restrict Fidelity from hiring and/or associating with individuals with certain Criminal Histories.",yt-ch1
